150,172
109,129
91,92
91,87
90,87
90,87
90,87
90,87
91,87
91,88
97,89
117,103
153,127
167,145
179,155
183,152
176,147
175,156
175,159
170,154
164,144
148,144
153,159
153,156
123,147
87,91
87,84
87,84
87,84
87,84
87,83
87,83
87,84
87,83
89,84
99,99
147,137
166,162
166,167
168,144
135,121
131,119
127,115
119,110
113,103
98,98
89,84
89,78
92,80
78,68
80,70
83,71
83,71
83,70
82,71
82,71
82,71
81,72
82,72
82,70
97,69
107,78
103,74
94,72
95,75
97,78
98,82
96,81
93,77
87,79
84,76
82,74
84,75
85,78
88,83
85,84
85,84
85,84
85,84
85,84
86,84
86,85
89,90
111,108
149,147
174,168
185,178
191,176
199,172
193,171
192,176
188,169
178,157
163,136
160,150
162,151
159,147
144,120
95,88
94,87
93,85
93,85
93,85
93,85
94,86
94,86
98,87
120,112
162,138
178,153
187,157
189,162
193,158
196,160
198,163
196,158
177,152
159,124
153,122
145,127
144,131
111,92
95,86
91,84
92,82
91,82
91,83
91,83
92,83
93,83
97,85
118,102
156,140
168,152
174,155
176,165
185,168
181,172
182,169
181,171
167,160
153,138
167,143
169,148
165,148
150,126
95,86
94,85
93,86
92,86
92,86
92,86
91,87
92,87
98,89
114,108
150,137
176,157
189,165
187,170
184,176
184,178
189,177
180,176
171,167
163,160
182,178
180,177
172,164
129,98
92,85
87,83
87,82
87,82
87,82
87,82
87,82
88,82
89,83
103,94
127,121
145,131
155,139
152,140
147,137
156,138
159,134
154,135
144,131
144,123
159,150
156,154
147,150
91,80
84,78
84,80
84,81
84,81
83,79
83,79
84,80
83,81
84,84
99,93
137,121
162,143
167,151
144,144
121,113
119,118
115,114
110,113
103,110
98,101
84,94
78,90
80,89
68,79
70,79
71,78
71,77
70,77
71,77
71,77
71,77
72,78
72,78
70,74
69,81
78,79
74,81
72,81
75,79
78,83
82,84
81,81
77,81
79,80
76,75
74,76
75,79
78,80
83,80
84,82
84,82
84,83
84,83
84,83
84,82
85,83
90,83
108,106
147,139
168,148
178,171
176,175
172,178
171,179
176,184
169,179
157,171
136,141
150,157
151,164
147,158
120,136
88,101
87,100
85,99
85,99
85,99
85,99
86,99
86,100
87,102
112,114
138,144
153,154
157,150
162,150
158,146
160,145
163,144
158,144
152,143
124,130
122,128
127,134
131,138
92,98
86,91
84,87
82,87
82,87
83,87
83,86
83,86
83,87
85,91
102,105
140,144
152,160
155,169
165,171
168,168
172,166
169,168
171,161
160,158
138,138
143,149
148,152
148,147
126,104
86,85
85,84
86,84
86,83
86,83
86,83
87,84
87,85
89,89
108,103
137,138
157,154
165,163
170,168
176,171
178,170
177,174
176,173
167,166
160,158
178,170
177,177
164,169
98,93
85,83
83,81
82,80
82,80
82,80
82,80
82,80
82,80
83,79
94,88
121,104
131,120
139,130
140,131
137,136
138,138
134,137
135,134
131,120
123,115
150,139
154,149
150,141
80,77
78,74
80,74
81,74
81,73
79,73
79,73
80,73
81,75
84,73
93,78
121,104
143,117
151,123
144,120
113,116
118,114
114,111
113,105
110,96
101,91
94,89
90,94
89,97
79,84
79,83
78,83
77,83
77,83
77,83
77,83
77,83
78,84
78,83
74,84
81,82
79,82
81,79
81,77
79,78
83,80
84,83
81,89
81,84
80,82
75,79
76,77
79,78
80,82
80,83
82,83
82,85
83,85
83,86
83,86
82,86
83,86
83,90
106,112
139,145
148,160
171,176
175,186
178,185
179,190
184,189
179,184
171,168
141,146
157,154
164,153
158,128
136,98
101,92
100,92
99,92
99,92
99,92
99,92
99,92
100,93
102,98
114,113
144,142
154,162
150,173
150,177
146,170
145,174
144,174
144,173
143,156
130,144
128,140
134,147
138,135
98,99
91,93
87,93
87,93
87,93
87,92
86,92
86,92
87,93
91,95
105,110
144,141
160,157
169,167
171,173
168,173
166,174
168,176
161,168
158,163
138,145
149,140
152,139
147,136
104,112
85,96
84,95
84,95
83,95
83,95
83,95
84,95
85,96
89,101
103,117
138,152
154,166
163,174
168,183
171,186
170,183
174,182
173,180
166,164
158,145
170,155
177,159
169,143
93,103
83,94
81,92
80,91
80,90
80,90
80,90
80,90
80,92
79,93
88,101
104,119
120,141
130,147
131,146
136,143
138,148
137,151
134,151
120,140
115,135
139,138
149,130
141,116
77,95
74,90
74,88
74,88
73,88
73,88
73,88
73,88
75,88
73,86
78,86
104,91
117,98
123,102
120,105
116,111
114,117
111,124
105,123
96,112
91,101
89,89
94,91
97,82
84,84
83,85
83,86
83,85
83,85
83,84
83,84
83,84
84,85
83,87
84,87
82,87
82,88
79,86
77,85
78,81
80,86
83,89
89,89
84,89
82,87
79,88
77,87
78,86
82,85
83,86
83,86
85,86
85,87
86,87
86,86
86,86
86,87
90,94
112,114
145,149
160,164
176,174
186,183
185,191
190,189
189,184
184,180
168,172
146,145
154,128
153,120
128,115
98,102
92,97
92,96
92,96
92,96
92,95
92,95
92,95
93,94
98,96
113,121
142,159
162,177
173,187
177,191
170,197
174,195
174,191
173,190
156,180
144,153
140,136
147,128
135,113
99,101
93,102
93,100
93,101
93,99
92,99
92,98
92,98
93,98
95,104
110,129
141,165
157,177
167,177
173,180
173,189
174,191
176,187
168,185
163,178
145,152
140,137
139,138
136,138
112,138
96,138
95,138
95,138
95,138
95,138
95,138
95,138
96,138
101,138
117,138
152,138
166,138
174,138
183,138
186,138
183,138
182,138
180,138
164,138
145,138
155,138
159,141
143,140
103,124
94,120
92,120
91,120
90,120
90,119
90,119
90,119
92,119
93,121
101,127
119,157
141,175
147,179
146,188
143,181
148,189
151,188
151,177
140,161
135,140
138,125
130,117
116,116
95,99
90,98
88,94
88,96
88,96
88,96
88,96
88,96
88,95
86,119
86,120
91,119
98,133
102,128
105,122
111,121
117,127
124,131
123,131
112,125
101,124
89,117
91,119
82,118
84,117
85,116
86,118
85,119
85,119
84,119
84,119
84,119
85,120
87,123
87,124
87,124
88,126
86,121
85,123
81,122
86,127
89,125
89,122
89,115
87,113
88,91
87,94
86,94
85,93
86,92
86,94
86,96
87,96
87,96
86,96
86,95
87,95
94,102
114,120
149,158
164,178
174,190
183,190
191,192
189,192
184,200
180,196
172,180
145,144
128,114
120,114
115,110
102,102
97,102
96,102
96,102
96,102
95,102
95,102
95,102
94,102
96,106
121,127
159,158
177,174
187,190
191,195
197,194
195,199
191,203
190,191
180,179
153,146
136,122
128,113
113,109
101,105
102,103
100,104
101,104
99,103
99,103
98,103
98,103
98,103
104,110
129,131
165,174
177,197
177,207
180,205
189,205
191,194
187,193
185,191
178,178
152,151
137,126
138,118
138,113
138,108
138,103
138,103
138,104
138,104
138,104
138,104
138,105
138,104
138,110
138,132
138,170
138,191
138,197
138,207
138,207
138,209
138,204
138,202
138,170
138,137
138,109
141,105
140,101
124,96
120,95
120,95
120,95
120,95
119,95
119,95
119,95
119,95
121,104
127,124
157,164
175,180
179,191
188,198
181,199
189,199
188,194
177,185
161,173
140,143
125,113
117,110
116,108
99,104
98,102
94,101
96,100
96,100
96,100
96,100
96,101
95,101
119,108
120,123
119,141
133,153
128,158
122,155
121,155
127,153
131,157
131,151
125,142
124,111
117,101
119,99
118,95
117,96
116,99
118,97
119,98
119,98
119,98
119,98
119,98
120,100
123,106
124,110
124,111
126,114
121,112
123,114
122,115
127,119
125,118
122,116
115,114
113,100
91,98
94,97
94,96
93,97
92,99
94,99
96,97
96,97
96,97
96,98
95,98
95,96
102,101
120,126
158,174
178,198
190,214
190,217
192,225
192,229
200,234
196,233
180,211
144,176
114,162
114,153
110,127
102,100
102,99
102,98
102,97
102,98
102,98
102,98
102,98
102,100
106,107
127,129
158,167
174,192
190,211
195,215
194,223
199,225
203,223
191,209
179,195
146,177
122,177
113,179
109,182
105,143
103,133
104,133
104,132
103,132
103,133
103,134
103,134
103,135
110,141
131,160
174,206
197,229
207,243
205,241
205,238
194,237
193,235
191,228
178,210
151,156
126,152
118,141
113,119
108,99
103,101
103,101
104,100
104,100
104,100
104,100
105,100
104,100
110,99
132,99
170,102
191,101
197,94
207,94
207,92
209,93
204,94
202,93
170,89
137,82
109,81
105,81
101,82
96,83
95,84
95,84
95,84
95,84
95,84
95,84
95,84
95,85
104,84
124,86
164,89
180,91
191,94
198,89
199,90
199,93
194,96
185,94
173,92
143,90
113,89
110,89
108,90
104,93
102,96
101,96
100,96
100,96
100,96
100,96
101,96
101,96
108,96
123,94
141,94
153,97
158,91
155,89
155,94
153,95
157,94
151,92
142,90
111,88
101,89
99,88
95,87
96,87
99,90
97,90
98,92
98,92
98,92
98,92
98,92
100,90
106,92
110,92
111,92
114,94
112,94
114,97
115,95
119,95
118,94
116,94
114,94
100,95
98,94
97,93
96,94
97,94
99,97
99,97
97,96
97,96
97,97
98,97
98,97
96,98
101,102
126,130
174,175
198,207
214,223
217,239
225,240
229,244
234,248
233,243
211,223
176,195
162,207
153,193
127,184
100,116
99,106
98,102
97,102
98,102
98,102
98,103
98,103
100,102
107,108
129,129
167,171
192,190
211,210
215,228
223,231
225,231
223,236
209,224
195,209
177,183
177,206
179,206
182,200
143,130
133,119
133,116
132,116
132,116
133,116
134,116
134,116
135,115
141,119
160,141
206,195
229,219
243,236
241,236
238,240
237,242
235,242
228,234
210,216
156,204
152,222
141,207
119,191
99,125
101,119
101,112
100,112
100,111
100,111
100,111
100,111
100,113
99,123
99,143
102,195
101,212
94,227
94,239
92,243
93,240
94,243
93,229
89,215
82,199
81,227
81,232
82,225
83,147
84,141
84,140
84,139
84,138
84,138
84,138
84,138
85,139
84,153
86,166
89,204
91,222
94,228
89,234
90,240
93,240
96,238
94,237
92,232
90,202
89,193
89,186
90,179
93,155
96,140
96,143
96,143
96,141
96,141
96,141
96,141
96,141
96,143
94,147
94,190
97,223
91,215
89,198
94,198
95,212
94,197
92,181
90,160
88,147
89,136
88,125
87,125
87,121
90,119
90,120
92,120
92,120
92,120
92,120
92,120
90,122
92,119
92,118
92,118
94,122
94,121
97,123
95,126
95,126
94,130
94,125
94,116
95,117
94,110
93,112
94,115
94,117
97,117
97,117
96,117
96,117
97,118
97,118
97,118
98,119
102,123
130,147
175,187
207,226
223,247
239,270
240,266
244,273
248,276
243,267
223,237
195,218
207,234
193,239
184,211
116,136
106,123
102,122
102,123
102,122
102,122
103,121
103,121
102,121
108,122
129,124
171,124
190,124
210,124
228,122
231,122
231,122
236,121
224,120
209,120
183,120
206,120
206,120
200,120
130,120
119,119
116,119
116,118
116,118
116,118
116,118
116,118
115,118
119,118
141,117
195,120
219,127
236,132
236,134
240,136
242,137
242,139
234,140
216,133
204,126
222,121
207,116
191,118
125,118
119,120
112,119
112,119
111,117
111,117
111,117
111,117
113,118
123,126
143,151
195,185
212,215
227,235
239,237
243,236
240,238
243,239
229,233
215,223
199,204
227,225
232,223
225,204
147,126
141,112
140,110
139,109
138,109
138,109
138,109
138,110
139,111
153,115
166,130
204,179
222,194
228,207
234,213
240,221
240,227
238,225
237,215
232,194
202,153
193,148
186,142
179,136
155,108
140,103
143,103
143,103
141,103
141,104
141,104
141,104
141,106
143,108
147,115
190,152
223,192
215,194
198,175
198,163
212,170
197,172
181,169
160,133
147,117
136,110
125,107
125,106
121,104
119,100
120,97
120,99
120,98
120,98
120,97
120,97
122,97
119,96
118,108
118,119
122,122
121,123
123,122
126,126
126,130
130,133
125,134
116,112
117,109
110,103
112,103
115,96
117,98
117,99
117,101
117,103
117,103
118,103
118,103
118,103
119,105
123,111
147,131
187,175
226,201
247,216
270,232
266,237
273,239
276,239
267,227
237,212
218,188
234,202
239,205
211,207
136,128
123,115
122,110
123,110
122,109
122,109
121,109
121,109
121,109
122,115
124,131
124,174
124,188
124,203
122,217
122,223
122,228
121,225
120,216
120,202
120,180
120,201
120,199
120,198
120,119
119,112
119,111
118,110
118,110
118,110
118,110
118,109
118,110
118,113
117,132
120,180
127,199
132,210
134,220
136,223
137,226
139,222
140,211
133,203
126,181
121,201
116,195
118,189
118,121
120,105
119,105
119,107
117,107
117,107
117,107
117,107
118,108
126,111
151,132
185,183
215,208
235,217
237,219
236,227
238,236
239,238
233,232
223,212
204,191
225,210
223,209
204,205
126,121
112,114
110,111
109,110
109,111
109,111
109,111
110,111
111,112
115,115
130,144
179,190
194,207
207,220
213,227
221,222
227,224
225,217
215,210
194,194
153,167
148,165
142,162
136,146
108,112
103,107
103,106
103,107
103,107
104,106
104,107
104,107
106,107
108,104
115,110
152,142
192,178
194,181
175,182
163,158
170,161
172,147
169,140
133,117
117,107
110,104
107,95
106,90
104,88
100,91
97,92
99,92
98,92
98,92
97,92
97,92
97,93
96,91
108,88
119,90
122,91
123,90
122,88
126,84
130,85
133,90
134,92
112,86
109,85
103,86
103,88
96,90
98,91
99,93
101,94
103,94
103,94
103,94
103,94
103,94
105,95
111,96
131,95
175,95
201,99
216,101
232,98
237,103
239,108
239,108
227,107
212,104
188,103
202,101
205,102
207,103
128,105
115,107
110,108
110,109
109,109
109,108
109,108
109,108
109,109
115,114
131,130
174,178
188,195
203,210
217,220
223,222
228,227
225,230
216,224
202,208
180,183
201,195
199,194
198,190
119,117
112,107
111,107
110,105
110,104
110,104
110,104
109,104
110,105
113,111
132,132
180,183
199,206
210,212
220,227
223,227
226,228
222,224
211,216
203,206
181,177
201,205
195,202
189,198
121,121
105,110
105,108
107,108
107,108
107,108
107,108
107,108
108,110
111,115
132,135
183,184
208,206
217,213
219,225
227,226
236,231
238,230
232,227
212,206
191,187
210,213
209,216
205,208
121,114
114,113
111,111
110,110
111,109
111,109
111,109
111,109
112,110
115,113
144,133
190,177
207,201
220,206
227,203
222,206
224,209
217,211
210,207
194,185
167,147
165,140
162,135
146,135
112,98
107,95
106,93
107,94
107,95
106,97
107,97
107,97
107,98
104,98
110,97
142,115
178,148
181,152
182,155
158,146
161,161
147,156
140,148
117,114
107,96
104,87
95,86
90,84
88,87
91,88
92,88
92,88
92,88
92,87
92,87
92,87
93,87
91,86
88,90
90,95
91,100
90,98
88,96
84,104
85,107
90,110
92,111
86,116
85,98
86,94
88,93
90,96
91,96
93,98
94,98
94,99
94,98
94,98
94,98
94,99
95,101
96,105
95,125
95,168
99,185
101,195
98,206
103,214
108,214
108,216
107,209
104,197
103,167
101,181
102,177
103,168
105,109
107,107
108,105
109,105
109,104
108,104
108,104
108,103
109,104
114,109
130,128
178,174
195,200
210,211
220,213
222,221
227,226
230,223
224,218
208,194
183,179
195,197
194,195
190,191
117,117
107,112
107,110
105,108
104,106
104,105
104,105
104,105
105,105
111,112
132,134
183,178
206,207
212,216
227,217
227,219
228,222
224,216
216,211
206,194
177,184
205,202
202,199
198,191
121,119
110,109
108,105
108,106
108,106
108,106
108,106
108,106
110,108
115,114
135,127
184,168
206,194
213,206
225,205
226,209
231,211
230,218
227,212
206,191
187,180
213,201
216,198
208,186
114,108
113,106
111,105
110,104
109,103
109,104
109,104
109,104
110,105
113,114
133,135
177,165
201,187
206,192
203,195
206,200
209,207
211,207
207,203
185,189
147,163
140,146
135,144
135,133
98,100
95,98
93,97
94,98
95,98
97,98
97,98
97,101
98,100
98,105
97,107
115,137
148,171
152,179
155,181
146,156
161,152
156,142
148,135
114,122
96,107
87,99
86,96
84,91
87,91
88,91
88,91
88,91
88,91
87,91
87,91
87,91
87,92
86,93
90,91
95,92
100,93
98,93
96,93
104,96
107,99
110,103
111,106
116,100
98,97
94,89
93,94
96,97
96,98
98,100
98,100
99,101
98,101
98,101
98,101
99,101
101,101
105,110
125,131
168,176
185,188
195,200
206,202
214,210
214,215
216,220
209,220
197,205
167,183
181,200
177,203
168,196
109,124
107,115
105,110
105,110
104,108
104,108
104,108
103,108
104,109
109,114
128,140
174,181
200,194
211,202
213,205
221,209
226,215
223,215
218,205
194,194
179,176
197,179
195,176
191,172
117,117
112,110
110,108
108,106
106,105
105,105
105,105
105,105
105,106
112,112
134,124
178,177
207,193
216,203
217,210
219,222
222,217
216,217
211,209
194,205
184,181
202,187
199,183
191,174
119,119
109,116
105,115
106,113
106,112
106,112
106,112
106,112
108,114
114,120
127,137
168,179
194,204
206,215
205,218
209,220
211,222
218,221
212,217
191,196
180,177
201,207
198,203
186,197
108,118
106,113
105,110
104,110
103,110
104,110
104,110
104,110
105,111
114,115
135,141
165,189
187,209
192,212
195,220
200,219
207,219
207,219
203,210
189,193
163,161
146,149
144,149
133,133
100,108
98,101
97,101
98,100
98,101
98,101
98,101
101,102
100,104
105,111
107,116
137,142
171,180
179,180
181,170
156,154
152,154
142,157
135,153
122,127
107,124
99,109
96,98
91,94
91,101
91,100
91,99
91,101
91,100
91,100
91,100
91,100
92,100
93,102
91,99
92,98
93,102
93,105
93,105
96,108
99,108
103,112
106,108
100,106
97,108
89,105
94,103
97,101
98,98
100,99
100,101
101,103
101,104
101,104
101,104
101,104
101,105
110,110
131,132
176,175
188,189
200,196
202,204
210,209
215,211
220,212
220,208
205,187
183,154
200,159
203,166
196,160
124,108
115,105
110,102
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
